shipmode;sales;quantity;discount;profit;segment;region;state;subcategory;category;orderdate_day;orderdate_month;orderdate_year;shipdate_day;shipdate_month;shipdate_year;preparationtime;Pais1;Pais2;Pais3;Pais4;Pais5;Pais6
Standard Class;4099;1;0;200851;Consumer;South;Virginia;Labels   ;Office Supplies;13;4;2015;17;4;2015;4;España;Francia;Italia;Portugal;;
First Class;30816;9;2;963;Consumer;South;North Carolina;Labels   ;Office Supplies;10;8;2015;13;8;2015;3;España;Francia;Italia;Portugal;;
Second Class;3424;1;2;107;Consumer;South;Tennessee;Labels   ;Office Supplies;25;8;2016;28;8;2016;3;España;Francia;Italia;Portugal;;
Standard Class;1284;3;0;5778;Consumer;Central;Michigan;Labels   ;Office Supplies;10;11;2013;16;11;2013;6;España;Francia;Italia;Portugal;;
Standard Class;10272;3;2;321;Corporate;East;Pennsylvania;Labels   ;Office Supplies;16;8;2014;20;8;2014;4;España;Francia;Italia;Portugal;;
Standard Class;436;2;0;20492;Consumer;South;Georgia;Labels   ;Office Supplies;4;9;2014;8;9;2014;4;España;Francia;Italia;Portugal;;
Second Class;872;5;2;2943;Consumer;South;Florida;Labels   ;Office Supplies;23;8;2016;26;8;2016;3;España;Francia;Italia;Portugal;;
Standard Class;109;5;0;5123;Consumer;West;California;Labels   ;Office Supplies;26;9;2015;2;10;2015;6;España;Francia;Italia;Portugal;;
Standard Class;3488;2;2;11772;Consumer;South;Tennessee;Labels   ;Office Supplies;3;11;2013;8;11;2013;5;España;Francia;Italia;Portugal;;
Same Day;264;5;0;12672;Home Office;West;California;Labels   ;Office Supplies;6;11;2016;6;11;2016;0;España;Francia;Italia;Portugal;;
Standard Class;8448;2;2;29568;Corporate;Central;Illinois;Labels   ;Office Supplies;9;12;2013;15;12;2013;6;España;Francia;Italia;Portugal;;
Second Class;25344;6;2;88704;Home Office;South;Florida;Labels   ;Office Supplies;30;12;2015;1;1;2016;2;España;Francia;Italia;Portugal;;
Standard Class;264;5;0;12672;Corporate;East;Maryland;Labels   ;Office Supplies;10;12;2014;16;12;2014;6;España;Francia;Italia;Portugal;;
Standard Class;1056;2;0;50688;Consumer;West;California;Labels   ;Office Supplies;8;10;2015;13;10;2015;5;España;Francia;Italia;Portugal;;
Second Class;4752;9;0;228096;Consumer;West;California;Labels   ;Office Supplies;9;9;2016;14;9;2016;5;España;Francia;Italia;Portugal;;
Second Class;7992;4;0;375624;Consumer;East;Connecticut;Labels   ;Office Supplies;2;9;2016;7;9;2016;5;España;Francia;Italia;Portugal;;
Same Day;1998;1;0;93906;Consumer;West;California;Labels   ;Office Supplies;31;10;2014;31;10;2014;0;España;Francia;Italia;Portugal;;
Same Day;5994;3;0;281718;Home Office;West;California;Labels   ;Office Supplies;6;11;2016;6;11;2016;0;España;Francia;Italia;Portugal;;
Standard Class;47952;3;2;161838;Consumer;East;Pennsylvania;Labels   ;Office Supplies;6;11;2016;11;11;2016;5;España;Francia;Italia;Portugal;;
Standard Class;13986;7;0;657342;Corporate;West;Washington;Labels   ;Office Supplies;3;11;2016;7;11;2016;4;España;Francia;Italia;Portugal;;
Second Class;17982;9;0;845154;Home Office;Central;Wisconsin;Labels   ;Office Supplies;16;11;2014;18;11;2014;2;España;Francia;Italia;Portugal;;
Standard Class;7992;4;0;375624;Consumer;East;Vermont;Labels   ;Office Supplies;20;1;2016;24;1;2016;4;España;Francia;Italia;Portugal;;
First Class;5994;3;0;281718;Home Office;West;California;Labels   ;Office Supplies;21;8;2014;23;8;2014;2;España;Francia;Italia;Portugal;;
First Class;3996;2;0;187812;Consumer;East;Rhode Island;Labels   ;Office Supplies;7;9;2016;9;9;2016;2;España;Francia;Italia;Portugal;;
First Class;5994;3;0;281718;Consumer;South;Arkansas;Labels   ;Office Supplies;7;6;2015;8;6;2015;1;España;Francia;Italia;Portugal;;
Same Day;12392;5;2;38725;Corporate;East;Pennsylvania;Labels   ;Office Supplies;4;7;2015;4;7;2015;0;España;Francia;Italia;Portugal;;
Same Day;6196;2;0;27882;Consumer;West;California;Labels   ;Office Supplies;9;10;2015;9;10;2015;0;España;Francia;Italia;Portugal;;
Second Class;74352;3;2;23235;Home Office;Central;Texas;Labels   ;Office Supplies;18;6;2016;20;6;2016;2;España;Francia;Italia;Portugal;;
Second Class;74352;3;2;23235;Consumer;Central;Texas;Labels   ;Office Supplies;25;11;2015;27;11;2015;2;España;Francia;Italia;Portugal;;
Second Class;6196;2;0;27882;Consumer;West;Washington;Labels   ;Office Supplies;18;10;2013;23;10;2013;5;España;Francia;Italia;Portugal;;
Standard Class;9294;3;0;41823;Consumer;West;California;Labels   ;Office Supplies;15;8;2013;19;8;2013;4;España;Francia;Italia;Portugal;;
Second Class;2056;2;0;96632;Corporate;West;California;Paper    ;Office Supplies;7;9;2013;12;9;2013;5;España;Francia;Italia;Portugal;;
Standard Class;16448;2;2;55512;Home Office;East;Pennsylvania;Paper    ;Office Supplies;3;12;2014;8;12;2014;5;España;Francia;Italia;Portugal;;
Standard Class;16448;2;2;55512;Consumer;Central;Texas;Paper    ;Office Supplies;3;1;2013;7;1;2013;4;España;Francia;Italia;Portugal;;
Standard Class;32896;4;2;111024;Home Office;East;Ohio;Paper    ;Office Supplies;26;9;2013;30;9;2013;4;España;Francia;Italia;Portugal;;
Second Class;32896;4;2;111024;Home Office;East;Ohio;Paper    ;Office Supplies;3;7;2016;6;7;2016;3;España;Francia;Italia;Portugal;;
Standard Class;32896;4;2;111024;Consumer;West;Oregon;Paper    ;Office Supplies;24;2;2013;2;3;2013;6;España;Francia;Italia;Portugal;;
Standard Class;45528;3;2;159348;Home Office;East;Pennsylvania;Paper    ;Office Supplies;20;10;2016;26;10;2016;6;España;Francia;Italia;Portugal;;
Second Class;15176;1;2;53116;Corporate;West;Oregon;Paper    ;Office Supplies;5;11;2015;7;11;2015;2;España;Francia;Italia;Portugal;;
Second Class;9485;5;0;45528;Consumer;Central;Iowa;Paper    ;Office Supplies;30;1;2016;1;2;2016;2;España;Francia;Italia;Portugal;;
Second Class;1897;1;0;91056;Consumer;West;California;Paper    ;Office Supplies;30;9;2015;2;10;2015;2;España;Francia;Italia;Portugal;;
Standard Class;91056;6;2;318696;Home Office;South;Florida;Paper    ;Office Supplies;14;3;2013;18;3;2013;4;España;Francia;Italia;Portugal;;
First Class;13279;7;0;637392;Corporate;East;New York;Paper    ;Office Supplies;24;12;2014;26;12;2014;2;España;Francia;Italia;Portugal;;
Second Class;3794;2;0;182112;Consumer;West;California;Paper    ;Office Supplies;22;11;2014;25;11;2014;3;España;Francia;Italia;Portugal;;
Standard Class;7588;5;2;26558;Consumer;Central;Texas;Paper    ;Office Supplies;22;12;2016;26;12;2016;4;España;Francia;Italia;Portugal;;
Standard Class;999;5;0;46953;Home Office;West;California;Paper    ;Office Supplies;7;6;2015;13;6;2015;6;España;Francia;Italia;Portugal;;
Standard Class;15936;4;2;53784;Consumer;Central;Texas;Paper    ;Office Supplies;7;5;2014;12;5;2014;5;España;Francia;Italia;Portugal;;
Second Class;1494;3;0;70218;Corporate;South;Kentucky;Paper    ;Office Supplies;11;3;2013;13;3;2013;2;España;Francia;Italia;Portugal;;
Same Day;4482;9;0;210654;Consumer;East;New York;Paper    ;Office Supplies;14;9;2013;14;9;2013;0;España;Francia;Italia;Portugal;;
Standard Class;2592;4;0;124416;Corporate;East;New York;Paper    ;Office Supplies;20;11;2013;25;11;2013;5;España;Francia;Italia;Portugal;;
Standard Class;20736;4;2;72576;Consumer;South;Florida;Paper    ;Office Supplies;12;8;2016;17;8;2016;5;España;Francia;Italia;Portugal;;
Standard Class;1944;3;0;93312;Consumer;West;California;Paper    ;Office Supplies;4;11;2013;11;11;2013;7;España;Francia;Italia;Portugal;;
Standard Class;5184;1;2;18144;Corporate;Central;Texas;Paper    ;Office Supplies;23;12;2013;28;12;2013;5;España;Francia;Italia;Portugal;;
Second Class;1296;2;0;62208;Consumer;Central;Oklahoma;Paper    ;Office Supplies;7;9;2013;12;9;2013;5;España;Francia;Italia;Portugal;;
Standard Class;1296;2;0;63504;Consumer;East;New York;Paper    ;Office Supplies;22;11;2015;29;11;2015;7;España;Francia;Italia;Portugal;;
First Class;1296;2;0;63504;Corporate;West;California;Paper    ;Office Supplies;28;3;2016;31;3;2016;3;España;Francia;Italia;Portugal;;
Second Class;15552;3;2;56376;Home Office;Central;Texas;Paper    ;Office Supplies;13;6;2015;17;6;2015;4;España;Francia;Italia;Portugal;;
Standard Class;1296;2;0;63504;Consumer;West;California;Paper    ;Office Supplies;13;12;2016;18;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;15552;3;2;56376;Corporate;Central;Texas;Paper    ;Office Supplies;5;7;2016;10;7;2016;5;España;Francia;Italia;Portugal;;
Standard Class;18588;6;0;83646;Corporate;West;California;Paper    ;Office Supplies;13;6;2015;17;6;2015;4;España;Francia;Italia;Portugal;;
Standard Class;9294;3;0;41823;Consumer;East;New York;Paper    ;Office Supplies;13;6;2015;18;6;2015;5;España;Francia;Italia;Portugal;;
Same Day;3098;1;0;13941;Consumer;West;California;Paper    ;Office Supplies;12;12;2015;12;12;2015;0;España;Francia;Italia;Portugal;;
Second Class;49568;2;2;1549;Consumer;South;Florida;Paper    ;Office Supplies;23;8;2016;26;8;2016;3;España;Francia;Italia;Portugal;;
Standard Class;24784;1;2;7745;Consumer;West;Oregon;Paper    ;Office Supplies;25;11;2015;30;11;2015;5;España;Francia;Italia;Portugal;;
Second Class;74352;3;2;23235;Consumer;East;Ohio;Paper    ;Office Supplies;4;12;2016;7;12;2016;3;España;Francia;Italia;Portugal;;
Standard Class;2012;2;0;92552;Corporate;South;Virginia;Paper    ;Office Supplies;20;8;2013;25;8;2013;5;España;Francia;Italia;Portugal;;
First Class;3018;3;0;138828;Corporate;East;New York;Paper    ;Office Supplies;7;11;2013;8;11;2013;1;España;Francia;Italia;Portugal;;
Standard Class;4024;5;2;13078;Consumer;West;Oregon;Paper    ;Office Supplies;17;9;2013;22;9;2013;5;España;Francia;Italia;Portugal;;
Standard Class;16096;2;2;52312;Consumer;West;Arizona;Paper    ;Office Supplies;18;7;2016;23;7;2016;5;España;Francia;Italia;Portugal;;
Standard Class;3018;3;0;138828;Corporate;West;Washington;Paper    ;Office Supplies;3;6;2015;7;6;2015;4;España;Francia;Italia;Portugal;;
Second Class;19648;2;2;66312;Corporate;Central;Texas;Paper    ;Office Supplies;2;8;2015;6;8;2015;4;España;Francia;Italia;Portugal;;
Standard Class;4912;4;0;230864;Consumer;South;Virginia;Paper    ;Office Supplies;9;6;2016;14;6;2016;5;España;Francia;Italia;Portugal;;
First Class;2456;2;0;115432;Consumer;East;New York;Paper    ;Office Supplies;20;10;2014;22;10;2014;2;España;Francia;Italia;Portugal;;
Second Class;4912;4;0;230864;Consumer;West;New Mexico;Paper    ;Office Supplies;21;2;2014;23;2;2014;2;España;Francia;Italia;Portugal;;
Standard Class;2456;2;0;115432;Consumer;East;Massachusetts;Paper    ;Office Supplies;8;7;2016;12;7;2016;4;España;Francia;Italia;Portugal;;
Second Class;29472;3;2;99468;Home Office;Central;Texas;Paper    ;Office Supplies;19;10;2016;23;10;2016;4;España;Francia;Italia;Portugal;;
Standard Class;1296;2;0;62208;Corporate;West;California;Paper    ;Office Supplies;13;12;2014;17;12;2014;4;España;Francia;Italia;Portugal;;
Standard Class;324;5;0;15552;Consumer;Central;Indiana;Paper    ;Office Supplies;12;4;2013;17;4;2013;5;España;Francia;Italia;Portugal;;
Standard Class;1296;2;0;62208;Corporate;East;Rhode Island;Paper    ;Office Supplies;9;7;2015;13;7;2015;4;España;Francia;Italia;Portugal;;
Standard Class;10368;2;2;36288;Consumer;South;Florida;Paper    ;Office Supplies;4;9;2016;8;9;2016;4;España;Francia;Italia;Portugal;;
First Class;324;5;0;15552;Consumer;West;California;Paper    ;Office Supplies;18;12;2016;19;12;2016;1;España;Francia;Italia;Portugal;;
Second Class;10368;2;2;36288;Corporate;Central;Texas;Paper    ;Office Supplies;20;5;2013;22;5;2013;2;España;Francia;Italia;Portugal;;
Standard Class;31104;6;2;108864;Home Office;South;Florida;Paper    ;Office Supplies;12;8;2013;16;8;2013;4;España;Francia;Italia;Portugal;;
Standard Class;3888;6;0;186624;Home Office;West;California;Paper    ;Office Supplies;5;11;2015;9;11;2015;4;España;Francia;Italia;Portugal;;
Standard Class;15552;3;2;54432;Consumer;Central;Illinois;Paper    ;Office Supplies;19;12;2013;25;12;2013;6;España;Francia;Italia;Portugal;;
Second Class;5994;3;0;281718;Home Office;East;Massachusetts;Paper    ;Office Supplies;22;11;2014;25;11;2014;3;España;Francia;Italia;Portugal;;
First Class;47952;3;2;161838;Consumer;Central;Texas;Paper    ;Office Supplies;14;5;2016;15;5;2016;1;España;Francia;Italia;Portugal;;
Second Class;47952;3;2;161838;Consumer;South;North Carolina;Paper    ;Office Supplies;28;10;2016;30;10;2016;2;España;Francia;Italia;Portugal;;
Standard Class;41472;8;2;145152;Consumer;East;Pennsylvania;Paper    ;Office Supplies;28;6;2013;2;7;2013;4;España;Francia;Italia;Portugal;;
Standard Class;15552;3;2;54432;Corporate;Central;Texas;Paper    ;Office Supplies;7;12;2016;12;12;2016;5;España;Francia;Italia;Portugal;;
Standard Class;1296;2;0;62208;Consumer;Central;Michigan;Paper    ;Office Supplies;9;6;2014;13;6;2014;4;España;Francia;Italia;Portugal;;
Second Class;2592;5;2;9072;Consumer;West;Oregon;Paper    ;Office Supplies;7;11;2013;11;11;2013;4;España;Francia;Italia;Portugal;;
First Class;1944;3;0;93312;Consumer;South;Mississippi;Paper    ;Office Supplies;5;7;2013;8;7;2013;3;España;Francia;Italia;Portugal;;
Standard Class;648;1;0;31104;Corporate;West;California;Paper    ;Office Supplies;18;9;2015;23;9;2015;5;España;Francia;Italia;Portugal;;
Second Class;16896;4;2;528;Consumer;Central;Texas;Paper    ;Office Supplies;19;11;2016;21;11;2016;2;España;Francia;Italia;Portugal;;
First Class;9136;5;2;29692;Consumer;South;Florida;Paper    ;Office Supplies;15;8;2013;17;8;2013;2;España;Francia;Italia;Portugal;;
Standard Class;9136;5;2;29692;Corporate;South;Tennessee;Paper    ;Office Supplies;15;6;2016;20;6;2016;5;España;Francia;Italia;Portugal;;
Standard Class;856;2;0;3852;Consumer;Central;Minnesota;Paper    ;Office Supplies;3;11;2016;9;11;2016;6;España;Francia;Italia;Portugal;;
Standard Class;3424;1;2;107;Corporate;East;Pennsylvania;Paper    ;Office Supplies;2;3;2013;6;3;2013;4;España;Francia;Italia;Portugal;;
Standard Class;3852;9;0;17334;Consumer;West;California;Paper    ;Office Supplies;21;9;2013;25;9;2013;4;España;Francia;Italia;Portugal;;
Standard Class;10272;3;2;321;Corporate;Central;Illinois;Paper    ;Office Supplies;24;6;2016;30;6;2016;6;España;Francia;Italia;Portugal;;
Second Class;428;10;0;1926;Consumer;West;California;Paper    ;Office Supplies;22;11;2014;25;11;2014;3;España;Francia;Italia;Portugal;;
Second Class;10272;3;2;321;Consumer;South;Tennessee;Paper    ;Office Supplies;6;9;2015;8;9;2015;2;España;Francia;Italia;Portugal;;
Second Class;1494;3;0;70218;Consumer;Central;Michigan;Paper    ;Office Supplies;9;12;2016;11;12;2016;2;España;Francia;Italia;Portugal;;
Second Class;498;1;0;23406;Corporate;East;Delaware;Paper    ;Office Supplies;6;12;2015;11;12;2015;5;España;Francia;Italia;Portugal;;
Standard Class;1494;3;0;70218;Consumer;East;New York;Paper    ;Office Supplies;15;9;2013;20;9;2013;5;España;Francia;Italia;Portugal;;
Second Class;996;2;0;46812;Consumer;East;New York;Paper    ;Office Supplies;13;7;2014;15;7;2014;2;España;Francia;Italia;Portugal;;
Same Day;1494;3;0;70218;Consumer;East;New York;Paper    ;Office Supplies;5;6;2015;5;6;2015;0;España;Francia;Italia;Portugal;;
Standard Class;11952;3;2;40338;Home Office;South;North Carolina;Paper    ;Office Supplies;27;10;2013;1;11;2013;5;España;Francia;Italia;Portugal;;
Standard Class;11952;3;2;40338;Consumer;South;Florida;Paper    ;Office Supplies;2;7;2014;9;7;2014;7;España;Francia;Italia;Portugal;;
First Class;1494;3;0;70218;Consumer;East;New York;Paper    ;Office Supplies;2;9;2013;3;9;2013;1;España;Francia;Italia;Portugal;;
Standard Class;1992;4;0;93624;Corporate;Central;Michigan;Paper    ;Office Supplies;29;11;2014;4;12;2014;5;España;Francia;Italia;Portugal;;
First Class;1712;2;0;80464;Corporate;West;California;Paper    ;Office Supplies;20;6;2015;21;6;2015;1;España;Francia;Italia;Portugal;;
Standard Class;3424;4;0;160928;Home Office;West;California;Paper    ;Office Supplies;4;2;2013;8;2;2013;4;España;Francia;Italia;Portugal;;
First Class;16396;5;2;594355;Home Office;Central;Texas;Paper    ;Office Supplies;2;7;2016;5;7;2016;3;España;Francia;Italia;Portugal;;
Standard Class;32792;1;2;118871;Corporate;West;Colorado;Paper    ;Office Supplies;31;5;2015;5;6;2015;5;España;Francia;Italia;Portugal;;
Second Class;16644;3;0;798912;Home Office;West;Utah;Paper    ;Office Supplies;19;11;2013;24;11;2013;5;España;Francia;Italia;Portugal;;
Same Day;12297;3;0;602553;Home Office;South;Georgia;Paper    ;Office Supplies;5;2;2015;5;2;2015;0;España;Francia;Italia;Portugal;;
Second Class;22192;4;0;1065216;Corporate;East;New York;Paper    ;Office Supplies;24;3;2016;28;3;2016;4;España;Francia;Italia;Portugal;;
Standard Class;2774;5;0;133152;Home Office;East;Maryland;Paper    ;Office Supplies;21;8;2016;27;8;2016;6;España;Francia;Italia;Portugal;;
First Class;22192;5;2;77672;Consumer;West;Arizona;Paper    ;Office Supplies;20;12;2013;22;12;2013;2;España;Francia;Italia;Portugal;;
Same Day;12297;3;0;602553;Consumer;West;California;Paper    ;Office Supplies;11;6;2016;11;6;2016;0;España;Francia;Italia;Portugal;;
Standard Class;98376;3;2;356613;Corporate;Central;Texas;Paper    ;Office Supplies;31;3;2014;5;4;2014;5;España;Francia;Italia;Portugal;;
Same Day;36891;9;0;1807659;Home Office;Central;Michigan;Paper    ;Office Supplies;27;6;2015;27;6;2015;0;España;Francia;Italia;Portugal;;
Standard Class;177536;4;2;621376;Consumer;South;Tennessee;Paper    ;Office Supplies;9;9;2016;14;9;2016;5;España;Francia;Italia;Portugal;;
Same Day;16644;3;0;798912;Consumer;West;California;Paper    ;Office Supplies;3;12;2016;3;12;2016;0;España;Francia;Italia;Portugal;;
Second Class;417;5;0;2085;Corporate;West;California;Paper    ;Office Supplies;25;9;2015;27;9;2015;2;España;Francia;Italia;Portugal;;
Standard Class;1668;2;0;834;Home Office;South;Virginia;Paper    ;Office Supplies;26;1;2013;31;1;2013;5;España;Francia;Italia;Portugal;;
Standard Class;5004;6;0;2502;Home Office;West;California;Paper    ;Office Supplies;7;12;2016;14;12;2016;7;España;Francia;Italia;Portugal;;
Same Day;40032;6;2;15012;Consumer;East;Pennsylvania;Paper    ;Office Supplies;10;6;2016;10;6;2016;0;España;Francia;Italia;Portugal;;
Standard Class;3336;4;0;1668;Consumer;Central;Michigan;Paper    ;Office Supplies;1;12;2015;7;12;2015;6;España;Francia;Italia;Portugal;;
Same Day;6672;1;2;2502;Consumer;South;Florida;Paper    ;Office Supplies;20;10;2016;20;10;2016;0;España;Francia;Italia;Portugal;;
Standard Class;60048;9;2;22518;Corporate;West;Oregon;Paper    ;Office Supplies;26;9;2015;30;9;2015;4;España;Francia;Italia;Portugal;;
Standard Class;3336;4;0;1668;Corporate;West;California;Paper    ;Office Supplies;23;3;2014;30;3;2014;7;España;Francia;Italia;Portugal;;
First Class;10485;1;0;50328;Consumer;West;California;Paper    ;Office Supplies;20;7;2013;22;7;2013;2;España;Francia;Italia;Portugal;;
Second Class;10485;1;0;50328;Consumer;West;California;Paper    ;Office Supplies;25;6;2015;27;6;2015;2;España;Francia;Italia;Portugal;;
Second Class;4194;5;2;14679;Home Office;Central;Illinois;Paper    ;Office Supplies;4;2;2016;8;2;2016;4;España;Francia;Italia;Portugal;;
Standard Class;4194;5;2;14679;Home Office;East;Ohio;Paper    ;Office Supplies;20;4;2015;26;4;2015;6;España;Francia;Italia;Portugal;;
Standard Class;31455;3;0;150984;Corporate;Central;Indiana;Paper    ;Office Supplies;21;11;2015;26;11;2015;5;España;Francia;Italia;Portugal;;
Second Class;4194;4;0;201312;Home Office;East;New York;Paper    ;Office Supplies;3;9;2016;6;9;2016;3;España;Francia;Italia;Portugal;;
